ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist
15131,ANTH,3490,103,Discussion,"0","Richard Wayt","Mo 10:00AM - 10:50AM","Nau Hall 242","Language and Thought","",Closed,21,20,0
22345,ANTH,3590,001,Lecture,"3","Adriana Greci Green","Tu 1:00PM - 3:30PM","Fayerweather Hall 206","Social and Cultural Anthropology","",Open,0,3,0
15133,ANTH,3885,100,Lecture,"3","Adria Laviolette","TuTh 9:30AM - 10:45AM","Rouss Hall 403","Archaeology of Europe","",Open,34,48,0
13615,ANTH,4591,002,Seminar,"3","Patricia Wattenmaker","We 6:30PM - 9:00PM","Cocke Hall 101","Senior Seminar in Anthropology","Bones, Cultures and Crime",Closed,18,18,0
15135,ANTH,4591,003,Seminar,"3","Frederick Damon","MoWe 5:00PM - 6:15PM","Brooks Hall 103","Senior Seminar in Anthropology","Indo-Pacific Anthropology",Open,13,18,0
10754,ANTH,4993,001,Independent Study,"1 - 6","Jeffrey Hantman","TBA","TBA","Independent Study in Anthropology","",Open,0,25,0
10755,ANTH,4993,002,Independent Study,"1 - 6","Stephen Plog","TBA","TBA","Independent Study in Anthropology","",Open,0,10,0
12942,ANTH,4993,003,Independent Study,"1 - 6","Fraser Neiman","TBA","TBA","Independent Study in Anthropology","",Open,0,10,0
12945,ANTH,4993,005,Independent Study,"1 - 6","Roy Wagner","TBA","TBA","Independent Study in Anthropology","",Open,0,10,0
12967,ANTH,4993,006,Independent Study,"1 - 6","Richard Handler","TBA","TBA","Independent Study in Anthropology","",Open,0,30,0
13155,ANTH,4993,007,Independent Study,"1 - 6","Patricia Wattenmaker","TBA","TBA","Independent Study in Anthropology","",Open,1,3,0
13172,ANTH,4993,008,Independent Study,"1 - 6","Ira Bashkow","TBA","TBA","Independent Study in Anthropology","",Open,0,5,0
13173,ANTH,4993,010,Independent Study,"1 - 6","Ellen Contini-Morava","TBA","TBA","Independent Study in Anthropology","",Open,0,5,0
13174,ANTH,4993,011,Independent Study,"1 - 6","Frederick Damon","TBA","TBA","Independent Study in Anthropology","",Open,1,5,0
13175,ANTH,4993,012,Independent Study,"1 - 6","Eve Danziger","TBA","TBA","Independent Study in Anthropology","",Open,0,5,0
13176,ANTH,4993,013,Independent Study,"1 - 6","Lise Dobrin","TBA","TBA","Independent Study in Anthropology","",Open,0,5,0
13177,ANTH,4993,014,Independent Study,"1 - 6","Carrie Douglass","TBA","TBA","Independent Study in Anthropology","",Open,0,5,0
13178,ANTH,4993,015,Independent Study,"1 - 6","Ravindra Khare","TBA","TBA","Independent Study in Anthropology","",Open,0,5,0
13179,ANTH,4993,016,Independent Study,"1 - 6","Adria Laviolette","TBA","TBA","Independent Study in Anthropology","",Open,0,5,0
13180,ANTH,4993,017,Independent Study,"1 - 6","Daniel Lefkowitz","TBA","TBA","Independent Study in Anthropology","",Open,0,5,0
13182,ANTH,4993,019,Independent Study,"1 - 6","George Mentore","TBA","TBA","Independent Study in Anthropology","",Open,0,5,0
13183,ANTH,4993,021,Independent Study,"1 - 6","John Shepherd","TBA","TBA","Independent Study in Anthropology","",Open,0,5,0
13184,ANTH,4993,022,Independent Study,"1 - 6","Kathleen Weston","TBA","TBA","Independent Study in Anthropology","",Open,0,5,0
13228,ANTH,4993,023,Independent Study,"1 - 6","Rachel Most","TBA","TBA","Independent Study in Anthropology","",Open,0,30,0
13551,ANTH,4993,025,Independent Study,"1 - 6","Caren Freeman","TBA","TBA","Independent Study in Anthropology","",Open,0,30,0
14233,ANTH,4993,026,Independent Study,"1 - 6","James Igoe","TBA","TBA","Independent Study in Anthropology","",Open,1,30,0
14234,ANTH,4993,027,Independent Study,"1 - 6","China Scherz","TBA","TBA","Independent Study in Anthropology","",Open,0,30,0
14235,ANTH,4993,028,Independent Study,"1 - 6","Margaret Smith","TBA","TBA","Independent Study in Anthropology","",Open,0,30,0
15736,ANTH,4993,029,Independent Study,"1 - 6","Roberto Armengol","TBA","TBA","Independent Study in Anthropology","",Open,1,30,0
12952,ANTH,4998,002,Independent Study,"3","Ira Bashkow","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,25,0
13168,ANTH,4998,003,Independent Study,"3","Jeffrey Hantman","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,30,0
13185,ANTH,4998,005,Independent Study,"3","Ellen Contini-Morava","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,30,0
13186,ANTH,4998,006,Independent Study,"3","Frederick Damon","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,30,0
13187,ANTH,4998,007,Independent Study,"3","Eve Danziger","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,30,0
13188,ANTH,4998,008,Independent Study,"3","Lise Dobrin","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,30,0
13189,ANTH,4998,009,Independent Study,"3","Carrie Douglass","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,30,0
13190,ANTH,4998,010,Independent Study,"3","Richard Handler","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,30,0
13191,ANTH,4998,011,Independent Study,"3","Ravindra Khare","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,30,0
13192,ANTH,4998,012,Independent Study,"3","Adria Laviolette","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,30,0
13193,ANTH,4998,013,Independent Study,"3","Daniel Lefkowitz","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,30,0
13194,ANTH,4998,014,Independent Study,"3","Susan McKinnon","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,30,0
13195,ANTH,4998,015,Independent Study,"3","George Mentore","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,30,0
13196,ANTH,4998,017,Independent Study,"3","Stephen Plog","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,30,0
13197,ANTH,4998,018,Independent Study,"3","John Shepherd","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,30,0
13198,ANTH,4998,019,Independent Study,"3","Roy Wagner","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,30,0
13199,ANTH,4998,020,Independent Study,"3","Patricia Wattenmaker","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,30,0
13200,ANTH,4998,021,Independent Study,"3","Kathleen Weston","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,30,0
14236,ANTH,4998,022,Independent Study,"3","James Igoe","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,30,0
14237,ANTH,4998,023,Independent Study,"3","Rachel Most","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,30,0
14238,ANTH,4998,024,Independent Study,"3","Fraser Neiman","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,30,0
14239,ANTH,4998,025,Independent Study,"3","China Scherz","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,30,0
14240,ANTH,4998,026,Independent Study,"3","Margaret Smith","TBA","TBA","Distinguished Majors Thesis Research","",Open,0,30,0
10756,ANTH,4999,001,Independent Study,"3","Rachel Most","TBA","TBA","Distinguished Majors Thesis Writing","",Open,0,25,0
12409,ANTH,4999,002,Independent Study,"3","George Mentore","TBA","TBA","Distinguished Majors Thesis Writing","",Open,0,30,0
12954,ANTH,4999,003,Independent Study,"3","Ira Bashkow","TBA","TBA","Distinguished Majors Thesis Writing","",Open,0,30,0
13159,ANTH,4999,004,Independent Study,"3","Richard Handler","TBA","TBA","Distinguished Majors Thesis Writing","",Open,1,30,0
13169,ANTH,4999,005,Independent Study,"3","Jeffrey Hantman","TBA","TBA","Distinguished Majors Thesis Writing","",Open,0,30,0
13201,ANTH,4999,007,Independent Study,"3","Ellen Contini-Morava","TBA","TBA","Distinguished Majors Thesis Writing","",Open,0,30,0
13202,ANTH,4999,008,Independent Study,"3","Frederick Damon","TBA","TBA","Distinguished Majors Thesis Writing","",Open,0,30,0
13203,ANTH,4999,009,Independent Study,"3","Eve Danziger","TBA","TBA","Distinguished Majors Thesis Writing","",Open,0,30,0
13204,ANTH,4999,010,Independent Study,"3","Lise Dobrin","TBA","TBA","Distinguished Majors Thesis Writing","",Open,0,30,0
13205,ANTH,4999,011,Independent Study,"3","Carrie Douglass","TBA","TBA","Distinguished Majors Thesis Writing","",Open,1,30,0
13206,ANTH,4999,012,Independent Study,"3","Ravindra Khare","TBA","TBA","Distinguished Majors Thesis Writing","",Open,0,30,0
13207,ANTH,4999,013,Independent Study,"3","Adria Laviolette","TBA","TBA","Distinguished Majors Thesis Writing","",Open,0,30,0
13208,ANTH,4999,014,Independent Study,"3","Daniel Lefkowitz","TBA","TBA","Distinguished Majors Thesis Writing","",Open,0,30,0
13210,ANTH,4999,017,Independent Study,"3","Stephen Plog","TBA","TBA","Distinguished Majors Thesis Writing","",Open,1,30,0
13211,ANTH,4999,018,Independent Study,"3","John Shepherd","TBA","TBA","Distinguished Majors Thesis Writing","",Open,0,30,0
13212,ANTH,4999,019,Independent Study,"3","Roy Wagner","TBA","TBA","Distinguished Majors Thesis Writing","",Open,0,30,0
13213,ANTH,4999,020,Independent Study,"3","Patricia Wattenmaker","TBA","TBA","Distinguished Majors Thesis Writing","",Open,0,30,0
13214,ANTH,4999,021,Independent Study,"3","Kathleen Weston","TBA","TBA","Distinguished Majors Thesis Writing","",Open,0,30,0
14163,ANTH,4999,022,Independent Study,"3","James Igoe","TBA","TBA","Distinguished Majors Thesis Writing","",Open,0,30,0
14241,ANTH,4999,024,Independent Study,"3","Fraser Neiman","TBA","TBA","Distinguished Majors Thesis Writing","",Open,0,30,0
14242,ANTH,4999,025,Independent Study,"3","China Scherz","TBA","TBA","Distinguished Majors Thesis Writing","",Open,1,30,0
14243,ANTH,4999,026,Independent Study,"3","Margaret Smith","TBA","TBA","Distinguished Majors Thesis Writing","",Open,0,30,0
13095,ANTH,5360,001,Lecture,"3","Richard Merkel","We 6:30PM - 9:00PM","New Cabell Hall 232","World Mental Health","",Closed,31,20,0
13616,ANTH,5401,001,Lecture,"3","Ellen Contini-Morava","Th 5:00PM - 7:30PM","Brooks Hall 103","Linguistic Field Methods","",Closed,16,16,0
21331,ANTH,5490,001,Seminar,"3","Daniel Lefkowitz","Mo 4:00PM - 6:30PM","New Cabell Hall 064","Speech Play and Verbal Art","",Open,12,15,0
19396,ANTH,5541,001,Lecture,"3","Samuel Beer","TuTh 3:30PM - 4:45PM","New Cabell Hall 058","Topics in Linguistics","Linguistic Typology",Open,24,25,0
19397,ANTH,5549,001,Seminar,"3","Samuel Beer","We 5:00PM - 7:30PM","Wilson Hall 244","Topics in Theoretical Linguistics and Linguistic Anthropology","Linguistic Fieldwork Seminar",Open,8,18,0
19398,ANTH,5589,001,Lecture,"3","Adria Laviolette","Mo 5:00PM - 7:30PM","New Cabell Hall 283","Selected Topics in Archaeology","Archaeology of  Identity",Closed,13,12,0
15464,ANTH,5590,001,Seminar,"3","Megan Raschig","We 2:00PM - 4:30PM","Brooks Hall 103","Topics in Social and Cultural Anthropology","Biosocialities & Beyond",Open,11,18,0
10757,ANTH,7020,001,Seminar,"3","James Igoe","Tu 5:00PM - 7:30PM","New Cabell Hall 111","History of Anthropological Theory II","",Open,6,15,0
19399,ANTH,7129,001,Lecture,"3","John Shepherd","MoWe 2:00PM - 3:15PM","Physics Bldg 204","Marriage, Mortality, Fertility","",Open,1,5,0
15705,ANTH,7370,001,Lecture,"3","George Mentore","TuTh 11:00AM - 11:50AM","McLeod Hall 2007","Power and the Body","",Open,5,6,0
19401,ANTH,7590,001,Seminar,"3","Jarrett Zigon","We 5:00PM - 7:30PM","New Cabell Hall 042","Topics in Social and Cultural Anthropology","(Re)thinking the Political",Open,9,15,0
10758,ANTH,8998,001,Independent Study,"1 - 12","Ira Bashkow,Ruslan Elistratov","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,50,0
12846,ANTH,8998,003,Independent Study,"1 - 12","Ellen Contini-Morava","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
12847,ANTH,8998,004,Independent Study,"1 - 12","Frederick Damon","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
12848,ANTH,8998,005,Independent Study,"1 - 12","Eve Danziger","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
12849,ANTH,8998,006,Independent Study,"1 - 12","Lise Dobrin","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,1,30,0
12850,ANTH,8998,007,Independent Study,"1 - 12","Carrie Douglass","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
12851,ANTH,8998,008,Independent Study,"1 - 12","Gertrude Fraser","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
12852,ANTH,8998,009,Independent Study,"1 - 12","Richard Handler","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
12853,ANTH,8998,010,Independent Study,"1 - 12","Jeffrey Hantman","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
12854,ANTH,8998,011,Independent Study,"1 - 12","Ravindra Khare","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
12855,ANTH,8998,012,Independent Study,"1 - 12","Adria Laviolette","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
12856,ANTH,8998,013,Independent Study,"1 - 12","Daniel Lefkowitz","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,3,30,0
12858,ANTH,8998,016,Independent Study,"1 - 12","George Mentore","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
12859,ANTH,8998,017,Independent Study,"1 - 12","Rachel Most","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
12860,ANTH,8998,018,Independent Study,"1 - 12","Stephen Plog","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
12861,ANTH,8998,020,Independent Study,"1 - 12","John Shepherd","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
12862,ANTH,8998,022,Independent Study,"1 - 12","Roy Wagner","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
12863,ANTH,8998,023,Independent Study,"1 - 12","Patricia Wattenmaker","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
12864,ANTH,8998,024,Independent Study,"1 - 12","Kathleen Weston","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
14209,ANTH,8998,026,Independent Study,"1 - 12","James Igoe","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
14210,ANTH,8998,027,Independent Study,"1 - 12","Fraser Neiman","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
14211,ANTH,8998,028,Independent Study,"1 - 12","China Scherz","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
14212,ANTH,8998,029,Independent Study,"1 - 12","Margaret Smith","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,0,30,0
12827,ANTH,8999,003,Independent Study,"1 - 12","Ellen Contini-Morava","TBA","TBA","Non-Topical Research","",Open,0,30,0
12828,ANTH,8999,004,Independent Study,"1 - 12","Frederick Damon","TBA","TBA","Non-Topical Research","",Open,0,30,0
12829,ANTH,8999,005,Independent Study,"1 - 12","Eve Danziger","TBA","TBA","Non-Topical Research","",Open,0,30,0
12830,ANTH,8999,006,Independent Study,"1 - 12","Lise Dobrin","TBA","TBA","Non-Topical Research","",Open,0,30,0
12831,ANTH,8999,007,Independent Study,"1 - 12","Carrie Douglass","TBA","TBA","Non-Topical Research","",Open,0,30,0
12832,ANTH,8999,008,Independent Study,"1 - 12","Gertrude Fraser","TBA","TBA","Non-Topical Research","",Open,0,30,0
12833,ANTH,8999,009,Independent Study,"1 - 12","Richard Handler","TBA","TBA","Non-Topical Research","",Open,1,30,0
12834,ANTH,8999,010,Independent Study,"1 - 12","Jeffrey Hantman","TBA","TBA","Non-Topical Research","",Open,0,30,0
12835,ANTH,8999,011,Independent Study,"1 - 12","Ravindra Khare","TBA","TBA","Non-Topical Research","",Open,0,30,0
12836,ANTH,8999,012,Independent Study,"1 - 12","Adria Laviolette","TBA","TBA","Non-Topical Research","",Open,0,30,0
12837,ANTH,8999,013,Independent Study,"1 - 12","Daniel Lefkowitz","TBA","TBA","Non-Topical Research","",Open,0,30,0
12839,ANTH,8999,016,Independent Study,"1 - 12","George Mentore","TBA","TBA","Non-Topical Research","",Open,0,30,0
12840,ANTH,8999,017,Independent Study,"1 - 12","Rachel Most","TBA","TBA","Non-Topical Research","",Open,0,30,0
12841,ANTH,8999,018,Independent Study,"1 - 12","Stephen Plog","TBA","TBA","Non-Topical Research","",Open,0,30,0
12842,ANTH,8999,020,Independent Study,"1 - 12","John Shepherd","TBA","TBA","Non-Topical Research","",Open,0,30,0
12843,ANTH,8999,022,Independent Study,"1 - 12","Roy Wagner","TBA","TBA","Non-Topical Research","",Open,0,30,0
12844,ANTH,8999,023,Independent Study,"1 - 12","Patricia Wattenmaker","TBA","TBA","Non-Topical Research","",Open,0,30,0
12845,ANTH,8999,024,Independent Study,"1 - 12","Kathleen Weston","TBA","TBA","Non-Topical Research","",Open,0,30,0
14213,ANTH,8999,025,Independent Study,"1 - 12","James Igoe","TBA","TBA","Non-Topical Research","",Open,0,30,0
14214,ANTH,8999,026,Independent Study,"1 - 12","Fraser Neiman","TBA","TBA","Non-Topical Research","",Open,0,30,0
14215,ANTH,8999,027,Independent Study,"1 - 12","China Scherz","TBA","TBA","Non-Topical Research","",Open,0,30,0
14216,ANTH,8999,028,Independent Study,"1 - 12","Margaret Smith","TBA","TBA","Non-Topical Research","",Open,0,30,0
10759,ANTH,9010,001,Independent Study,"1 - 12","Ira Bashkow","TBA","TBA","Directed Readings","",Open,0,20,0
12865,ANTH,9010,003,Independent Study,"1 - 12","Ellen Contini-Morava","TBA","TBA","Directed Readings","",Open,0,20,0
12866,ANTH,9010,004,Independent Study,"1 - 12","Frederick Damon","TBA","TBA","Directed Readings","",Open,0,20,0
12867,ANTH,9010,005,Independent Study,"1 - 12","Eve Danziger","TBA","TBA","Directed Readings","",Open,0,20,0
12868,ANTH,9010,006,Independent Study,"1 - 12","Lise Dobrin","TBA","TBA","Directed Readings","",Open,1,20,0
12869,ANTH,9010,007,Independent Study,"1 - 12","Carrie Douglass","TBA","TBA","Directed Readings","",Open,0,20,0
12870,ANTH,9010,008,Independent Study,"1 - 12","Gertrude Fraser","TBA","TBA","Directed Readings","",Open,0,20,0
12871,ANTH,9010,009,Independent Study,"1 - 12","Richard Handler","TBA","TBA","Directed Readings","",Open,0,20,0
12872,ANTH,9010,010,Independent Study,"1 - 12","Jeffrey Hantman","TBA","TBA","Directed Readings","",Open,0,20,0
12873,ANTH,9010,011,Independent Study,"1 - 12","Ravindra Khare","TBA","TBA","Directed Readings","",Open,0,20,0
12874,ANTH,9010,012,Independent Study,"1 - 12","Adria Laviolette","TBA","TBA","Directed Readings","",Open,1,20,0
12875,ANTH,9010,013,Independent Study,"1 - 12","Daniel Lefkowitz","TBA","TBA","Directed Readings","",Open,0,20,0
12877,ANTH,9010,016,Independent Study,"1 - 12","George Mentore","TBA","TBA","Directed Readings","",Open,1,20,0
12878,ANTH,9010,017,Independent Study,"1 - 12","Rachel Most","TBA","TBA","Directed Readings","",Open,0,20,0
12879,ANTH,9010,018,Independent Study,"1 - 12","Stephen Plog","TBA","TBA","Directed Readings","",Open,0,20,0
12880,ANTH,9010,020,Independent Study,"1 - 12","John Shepherd","TBA","TBA","Directed Readings","",Open,0,20,0
12881,ANTH,9010,022,Independent Study,"1 - 12","Roy Wagner","TBA","TBA","Directed Readings","",Open,1,20,0
12882,ANTH,9010,023,Independent Study,"1 - 12","Patricia Wattenmaker","TBA","TBA","Directed Readings","",Open,0,20,0
12883,ANTH,9010,024,Independent Study,"1 - 12","Kathleen Weston","TBA","TBA","Directed Readings","",Open,0,20,0
13166,ANTH,9010,025,Independent Study,"1 - 12","Richard Merkel","TBA","TBA","Directed Readings","",Open,0,20,0
14218,ANTH,9010,027,Independent Study,"1 - 12","James Igoe","TBA","TBA","Directed Readings","",Open,2,20,0
14219,ANTH,9010,028,Independent Study,"1 - 12","Fraser Neiman","TBA","TBA","Directed Readings","",Open,0,20,0
14220,ANTH,9010,029,Independent Study,"1 - 12","China Scherz","TBA","TBA","Directed Readings","",Open,0,20,0
14221,ANTH,9010,030,Independent Study,"1 - 12","Margaret Smith","TBA","TBA","Directed Readings","",Open,0,20,0
22508,ANTH,9010,031,Independent Study,"1 - 12","Mark Sicoli","TBA","TBA","Directed Readings","",Open,0,20,0
